frequency/GHz;epsilon_r';epsilon_r'';n;alpha
101.625;2.1107848391;0.0033320765;1.4528544848;0.048814856
101.65;2.1108092647;0.0033664153;1.4528629002;0.0493297661
101.675;2.1108329862;0.0033995904;1.4528710731;0.0498278687
101.7;2.1108559976;0.0034315867;1.4528790012;0.0503089311
101.725;2.110878293;0.0034623913;1.4528866827;0.0507727533
101.75;2.1108998669;0.0034919936;1.4528941156;0.0512191671
101.775;2.1109207143;0.0035203853;1.4529012981;0.0516480354
101.8;2.1109408303;0.0035475597;1.4529082286;0.052059252
101.825;2.1109602106;0.0035735127;1.4529149056;0.0524527401
101.85;2.1109788513;0.0035982418;1.4529213277;0.0528284523
101.875;2.1109967489;0.0036217465;1.4529274938;0.0531863689
101.9;2.1110139005;0.0036440283;1.4529334028;0.0535264978
101.925;2.1110303037;0.0036650903;1.4529390539;0.053848873
101.95;2.1110459568;0.0036849375;1.4529444466;0.0541535538
101.975;2.1110608585;0.0037035764;1.4529495803;0.054440624
102;2.1110750085;0.0037210152;1.452954455;0.0547101907
102.025;2.111088407;0.0037372635;1.4529590707;0.0549623832
102.05;2.1111010551;0.0037523324;1.4529634278;0.0551973524
102.075;2.1111129544;0.0037662345;1.4529675269;0.055415269
102.1;2.1111241078;0.0037789833;1.4529713689;0.0556163232
102.125;2.1111345188;0.003790594;1.4529749552;0.055800723
102.15;2.1111441919;0.0038010826;1.4529782871;0.0559686937
102.175;2.1111531326;0.0038104664;1.4529813667;0.0561204765
102.2;2.1111613472;0.0038187635;1.4529841961;0.0562563274
102.225;2.1111688435;0.003825993;1.4529867779;0.0563765164
102.25;2.1111756299;0.0038321748;1.4529891152;0.0564813261
102.275;2.1111817161;0.0038373299;1.4529912112;0.0565710513
102.3;2.111187113;0.0038414795;1.4529930697;0.0566459974
102.325;2.1111918327;0.0038446459;1.4529946948;0.0567064795
102.35;2.1111958882;0.0038468517;1.452996091;0.056752822
102.375;2.111199294;0.0038481202;1.4529972634;0.0567853569
102.4;2.1112020657;0.003848475;1.4529982173;0.0568044234
102.425;2.1112042201;0.0038479402;1.4529989585;0.0568103671
102.45;2.1112057752;0.0038465402;1.4529994932;0.0568035385
102.475;2.1112067504;0.0038442998;1.4529998281;0.0567842932
102.5;2.1112071662;0.0038412438;1.4529999702;0.0567529901
102.525;2.1112070443;0.0038373975;1.4529999271;0.0567099916
102.55;2.1112064077;0.003832786;1.4529997065;0.0566556619
102.575;2.1112052805;0.0038274347;1.452999317;0.0565903675
102.6;2.111203688;0.003821369;1.4529987671;0.0565144753
102.625;2.1112016568;0.0038146143;1.452998066;0.0564283532
102.65;2.1111992143;0.0038071959;1.4529972232;0.0563323686
102.675;2.1111963893;0.0037991393;1.4529962486;0.0562268884
102.7;2.1111932114;0.0037904695;1.4529951523;0.0561122784
102.725;2.1111897112;0.0037812117;1.452993945;0.0559889027
102.75;2.1111859205;0.0037713908;1.4529926375;0.0558571236
102.775;2.1111818715;0.0037610315;1.452991241;0.0557173009
102.8;2.1111775976;0.0037501583;1.452989767;0.0555697916
102.825;2.1111731328;0.0037387955;1.4529882271;0.0554149497
102.85;2.1111685117;0.0037269671;1.4529866333;0.055253126
102.875;2.1111637696;0.003714697;1.4529849977;0.0550846675
102.9;2.1111589423;0.0037020087;1.4529833327;0.0549099176
102.925;2.1111540659;0.0036889253;1.4529816507;0.0547292157
102.95;2.111149177;0.0036754698;1.4529799643;0.0545428967
102.975;2.1111443123;0.0036616647;1.4529782862;0.0543512914
103;2.1111395087;0.0036475324;1.4529766289;0.0541547263
103.025;2.1111348032;0.0036330947;1.4529750054;0.053953523
103.05;2.1111302327;0.0036183732;1.4529734282;0.0537479987
103.075;2.1111258339;0.0036033893;1.4529719101;0.0535384658
103.1;2.1111216433;0.0035881638;1.4529704636;0.053325232
103.125;2.111117697;0.0035727173;1.452969101;0.0531086001
103.15;2.1111140306;0.0035570701;1.4529678348;0.0528888683
103.175;2.1111106791;0.0035412421;1.4529666769;0.0526663299
103.2;2.111107677;0.0035252528;1.4529656392;0.0524412732
103.225;2.1111050577;0.0035091213;1.4529647332;0.0522139819
103.25;2.1111028538;0.0034928667;1.4529639702;0.051984735
103.275;2.1111010971;0.0034765073;1.452963361;0.0517538065
103.3;2.1110998178;0.0034600614;1.4529629161;0.0515214659
103.325;2.1110990453;0.0034435469;1.4529626456;0.0512879779
103.35;2.1110988076;0.0034269812;1.4529625592;0.0510536024
103.375;2.1110991309;0.0034103816;1.4529626658;0.0508185951
103.4;2.1111000404;0.0033937649;1.4529629742;0.0505832066
103.425;2.1111015594;0.0033771477;1.4529634923;0.0503476832
103.45;2.1111037093;0.0033605461;1.4529642276;0.0501122669
103.475;2.1111065101;0.0033439762;1.4529651869;0.0498771947
103.5;2.1111099798;0.0033274535;1.4529663764;0.0496426995
103.525;2.1111141341;0.0033109932;1.4529678016;0.0494090097
103.55;2.1111189872;0.0032946103;1.4529694672;0.0491763492
103.575;2.1111245509;0.0032783195;1.4529713774;0.0489449374
103.6;2.111130835;0.0032621351;1.4529735356;0.0487149895
103.625;2.1111378469;0.0032460712;1.4529759443;0.048486716
103.65;2.111145592;0.0032301413;1.4529786053;0.0482603234
103.675;2.1111540732;0.0032143591;1.4529815197;0.0480360132
103.7;2.1111632913;0.0031987374;1.4529846878;0.0478139829
103.725;2.1111732446;0.0031832892;1.4529881089;0.0475944254
103.75;2.1111839292;0.0031680268;1.4529917817;0.0473775288
103.775;2.1111953387;0.0031529624;1.452995704;0.0471634773
103.8;2.1112074643;0.0031381079;1.4529998728;0.0469524498
103.825;2.1112202952;0.0031234746;1.4530042844;0.0467446211
103.85;2.1112338177;0.0031090739;1.453008934;0.046540161
103.875;2.1112480163;0.0030949166;1.4530138164;0.0463392348
103.9;2.1112628729;0.0030810131;1.4530189252;0.0461420028
103.925;2.1112783673;0.0030673738;1.4530242536;0.0459486208
103.95;2.1112944771;0.0030540083;1.4530297937;0.0457592394
103.975;2.1113111776;0.0030409262;1.4530355373;0.0455740045
104;2.1113284422;0.0030281368;1.453041475;0.0453930567
104.025;2.1113462421;0.0030156487;1.4530475969;0.045216532
104.05;2.1113645468;0.0030034706;1.4530538927;0.045044561
104.075;2.1113833238;0.0029916105;1.4530603509;0.0448772693
104.1;2.1114025387;0.0029800761;1.45306696;0.0447147771
104.125;2.1114221558;0.002968875;1.4530737075;0.0445571999
104.15;2.1114421374;0.0029580141;1.4530805805;0.0444046474
104.175;2.1114624447;0.0029475002;1.4530875656;0.0442572244
104.2;2.1114830374;0.0029373396;1.453094649;0.0441150305
104.225;2.1115038739;0.0029275383;1.4531018163;0.0439781599
104.25;2.1115249116;0.0029181019;1.453109053;0.0438467015
104.275;2.111546107;0.0029090358;1.4531163439;0.0437207392
104.3;2.1115674155;0.0029003449;1.4531236738;0.0436003516
104.325;2.1115887922;0.0028920338;1.4531310273;0.0434856123
104.35;2.1116101912;0.0028841066;1.4531383885;0.0433765898
104.375;2.1116315665;0.0028765675;1.4531457415;0.0432733476
104.4;2.1116528716;0.0028694198;1.4531530705;0.0431759445
104.425;2.11167406;0.0028626671;1.4531603594;0.0430844344
104.45;2.1116950851;0.0028563121;1.4531675922;0.0429988668
104.475;2.1117159004;0.0028503576;1.4531747528;0.0429192867
104.5;2.11173646;0.002844806;1.4531818255;0.0428457348
104.525;2.111756718;0.0028396593;1.4531887945;0.0427782479
104.55;2.1117766293;0.0028349196;1.4531956443;0.0427168588
104.575;2.1117961496;0.0028305883;1.4532023597;0.0426615968
104.6;2.1118152352;0.002826667;1.4532089255;0.0426124881
104.625;2.1118338436;0.0028231568;1.4532153272;0.0425695555
104.65;2.1118519334;0.0028200587;1.4532215505;0.0425328193
104.675;2.1118694642;0.0028173737;1.4532275816;0.0425022973
104.7;2.1118863972;0.0028151024;1.453233407;0.0424780055
104.725;2.1119026949;0.0028132455;1.453239014;0.0424599579
104.75;2.1119183217;0.0028118034;1.4532443902;0.0424481674
104.775;2.1119332433;0.0028107768;1.4532495238;0.042442646
104.8;2.1119474273;0.002810166;1.4532544038;0.0424434054
104.825;2.1119608434;0.0028099715;1.4532590196;0.0424504569
104.85;2.111973463;0.0028101937;1.4532633615;0.0424638127
104.875;2.1119852597;0.0028108333;1.4532674203;0.0424834859
104.9;2.111996209;0.0028118909;1.4532711877;0.0425094907
104.925;2.1120062888;0.0028133672;1.453274656;0.0425418437
104.95;2.1120154791;0.0028152631;1.4532778183;0.0425805638
104.975;2.1120237622;0.0028175799;1.4532806687;0.0426256729
105;2.1120311228;0.0028203189;1.4532832017;0.0426771967
105.025;2.1120375476;0.0028234818;1.4532854129;0.0427351647
105.05;2.112043026;0.0028270705;1.4532872985;0.0427996113
105.075;2.1120475495;0.0028310872;1.4532888558;0.0428705761
105.1;2.1120511122;0.0028355348;1.4532900825;0.0429481046
105.125;2.1120537104;0.0028404163;1.4532909775;0.0430322486
105.15;2.1120553426;0.0028457352;1.4532915403;0.0431230667
105.175;2.1120560098;0.0028514957;1.4532917712;0.0432206253
105.2;2.1120557152;0.0028577023;1.4532916713;0.0433249986
105.225;2.1120544643;0.0028643602;1.4532912425;0.0434362693
105.25;2.1120522645;0.002871475;1.4532904873;0.0435545295
105.275;2.1120491256;0.0028790532;1.4532894091;0.0436798805
105.3;2.1120450593;0.0028871017;1.453288012;0.043812434
105.325;2.1120400793;0.0028956284;1.4532863007;0.0439523121
105.35;2.1120342012;0.0029046415;1.4532842805;0.0440996476
105.375;2.1120274424;0.0029141503;1.4532819574;0.044254585
105.4;2.112019822;0.0029241648;1.453279338;0.0444172805
105.425;2.1120113607;0.0029346955;1.4532764294;0.0445879022
105.45;2.1120020806;0.0029457541;1.4532732392;0.0447666305
105.475;2.1119920054;0.0029573528;1.4532697756;0.0449536586
105.5;2.1119811599;0.0029695049;1.4532660471;0.0451491926
105.525;2.1119695701;0.0029822243;1.4532620627;0.0453534512
105.55;2.1119572632;0.0029955259;1.4532578317;0.0455666666
105.575;2.1119442671;0.0030094254;1.4532533637;0.045789084
105.6;2.1119306107;0.0030239395;1.4532486687;0.0460209617
105.625;2.1119163234;0.0030390853;1.4532437568;0.0462625712
105.65;2.1119014352;0.0030548814;1.4532386383;0.046514197
105.675;2.1118859766;0.0030713466;1.4532333237;0.0467761363
105.7;2.1118699783;0.0030885008;1.4532278237;0.0470486991
105.725;2.1118534713;0.0031063648;1.4532221487;0.0473322074
105.75;2.1118364865;0.00312496;1.4532163096;0.0476269953
105.775;2.1118190549;0.0031443084;1.4532103169;0.0479334082
105.8;2.1118012072;0.003164433;1.4532041813;0.0482518025
105.825;2.111782974;0.0031853572;1.4531979133;0.0485825448
105.85;2.1117643852;0.0032071051;1.4531915231;0.0489260113
105.875;2.1117454705;0.0032297014;1.453185021;0.0492825873
105.9;2.1117262588;0.0032531713;1.453178417;0.0496526658
105.925;2.1117067785;0.0032775404;1.4531717208;0.0500366473
105.95;2.1116870571;0.0033028346;1.453164942;0.0504349382
105.975;2.1116671214;0.0033290803;1.4531580896;0.05084795
106;2.111646997;0.003356304;1.4531511727;0.0512760984
106.025;2.1116267089;0.0033845323;1.4531441997;0.0517198016
106.05;2.1116062808;0.0034137921;1.4531371789;0.0521794793
106.075;2.1115857355;0.00344411;1.453130118;0.0526555512
106.1;2.1115650944;0.0034755127;1.4531230246;0.0531484359
106.125;2.1115443781;0.0035080265;1.4531159056;0.0536585488
106.15;2.1115236059;0.0035416775;1.4531087678;0.0541863012
106.175;2.1115027958;0.0035764915;1.4531016173;0.0547320979
106.2;2.1114819647;0.0036124935;1.45309446;0.0552963364
106.225;2.1114611283;0.003649708;1.4530873014;0.0558794041
106.25;2.1114403013;0.0036881587;1.4530801464;0.0564816775
106.275;2.111419497;0.0037278685;1.4530729997;0.0571035194
106.3;2.1113987276;0.0037688591;1.4530658655;0.0577452777
106.325;2.1113780045;0.0038111512;1.4530587477;0.0584072831
106.35;2.1113573377;0.0038547641;1.4530516498;0.059089847
106.375;2.1113367364;0.003899716;1.4530445751;0.0597932596
106.4;2.111316209;0.0039460232;1.4530375263;0.0605177877
106.425;2.1112957628;0.0039937005;1.453030506;0.0612636731
106.45;2.1112754044;0.0040427609;1.4530235166;0.0620311295
106.475;2.1112551397;0.0040932153;1.45301656;0.0628203413
106.5;2.1112349741;0.0041450729;1.4530096382;0.0636314611
106.525;2.1112149123;0.0041983402;1.4530027528;0.0644646074
106.55;2.1111949587;0.0042530216;1.4529959052;0.0653198628
106.575;2.1111751172;0.004309119;1.452989097;0.0661972716
106.6;2.1111553917;0.0043666317;1.4529823294;0.0670968379
106.625;2.1111357856;0.0044255562;1.4529756037;0.0680185233
106.65;2.1111163026;0.0044858861;1.4529689211;0.0689622453
106.675;2.1110969463;0.004547612;1.4529622829;0.0699278749
106.7;2.1110777206;0.0046107214;1.4529556903;0.0709152348
106.725;2.1110586293;0.0046751985;1.4529491449;0.0719240976
106.75;2.1110396771;0.0047410243;1.4529426482;0.0729541841
106.775;2.1110208688;0.004808176;1.4529362018;0.0740051612
106.8;2.1110022097;0.0048766277;1.4529298077;0.0750766407
106.825;2.1109837061;0.0049463494;1.4529234679;0.0761681773
106.85;2.1109653646;0.0050173075;1.4529171848;0.0772792678
106.875;2.1109471929;0.0050894647;1.452910961;0.078409349
106.9;2.1109291994;0.0051627797;1.4529047994;0.0795577973
106.925;2.1109113935;0.005237207;1.4528987033;0.0807239266
106.95;2.1108937856;0.0053126975;1.4528926761;0.0819069885
106.975;2.1108763869;0.0053891977;1.4528867219;0.0831061706
107;2.11085921;0.0054666501;1.4528808449;0.0843205963
107.025;2.1108422683;0.005544993;1.4528750496;0.0855493241
107.05;2.1108255763;0.0056241605;1.4528693412;0.0867913475
107.075;2.1108091497;0.0057040827;1.4528637249;0.0880455944
107.1;2.1107930051;0.0057846854;1.4528582066;0.0893109273
107.125;2.1107771603;0.0058658903;1.4528527921;0.090586144
107.15;2.1107616338;0.005947615;1.4528474881;0.091869977
107.175;2.1107464454;0.0060297729;1.452842301;0.0931610948
107.2;2.1107316154;0.0061122735;1.4528372381;0.0944581028
107.225;2.110717165;0.0061950225;1.4528323064;0.0957595433
107.25;2.1107031161;0.0062779213;1.4528275136;0.0970638979
107.275;2.1106894909;0.006360868;1.4528228671;0.0983695882
107.3;2.1106763122;0.0064437567;1.4528183748;0.0996749774
107.325;2.110663603;0.0065264781;1.4528140446;0.1009783722
107.35;2.1106513863;0.0066089194;1.4528098842;0.1022780253
107.375;2.1106396849;0.0066909647;1.4528059016;0.1035721369
107.4;2.1106285214;0.0067724949;1.4528021043;0.1048588577
107.425;2.1106179179;0.0068533879;1.4527984999;0.1061362917
107.45;2.1106078955;0.0069335191;1.4527950956;0.1074024984
107.475;2.1105984744;0.0070127611;1.4527918982;0.1086554968
107.5;2.1105896735;0.0070909844;1.4527889142;0.1098932684
107.525;2.11058151;0.0071680574;1.4527861495;0.1111137605
107.55;2.1105739995;0.0072438465;1.4527836092;0.1123148905
107.575;2.1105671552;0.0073182169;1.4527812977;0.1134945493
107.6;2.1105609879;0.0073910321;1.4527792188;0.1146506061
107.625;2.1105555055;0.0074621548;1.452777375;0.1157809121
107.65;2.1105507127;0.007531447;1.4527757678;0.1168833056
107.675;2.110546611;0.0075987702;1.4527743977;0.1179556166
107.7;2.1105431977;0.0076639857;1.4527732635;0.1189956712
107.725;2.1105404661;0.0077269552;1.4527723629;0.1200012975
107.75;2.1105384048;0.0077875409;1.4527716918;0.12097033
107.775;2.1105369974;0.0078456059;1.4527712444;0.1219006155
107.8;2.1105362223;0.0079010144;1.4527710132;0.1227900183
107.825;2.1105360521;0.0079536325;1.4527709887;0.1236364258
107.85;2.1105364534;0.0080033279;1.4527711591;0.1244377541
107.875;2.1105373862;0.0080499709;1.4527715106;0.125191954
107.9;2.1105388037;0.0080934344;1.4527720271;0.1258970166
107.925;2.1105406519;0.0081335943;1.4527726898;0.1265509793
107.95;2.1105428693;0.0081703301;1.4527734774;0.1271519317
107.975;2.1105453864;0.0082035251;1.4527743658;0.1276980215
108;2.1105481255;0.0082330667;1.4527753283;0.1281874607
108.025;2.1105510001;0.0082588469;1.452776335;0.1286185311
108.05;2.1105539149;0.0082807627;1.4527773529;0.1289895907
108.075;2.1105567653;0.0082987166;1.4527783461;0.1292990791
108.1;2.1105594373;0.0083126164;1.4527792751;0.1295455238
108.125;2.110561807;0.0083223763;1.4527800973;0.1297275457
108.15;2.1105637402;0.0083279168;1.4527807664;0.1298438644
108.175;2.1105650927;0.008329165;1.4527812327;0.1298933041
108.2;2.1105657095;0.0083260554;1.4527814429;0.1298747991
108.225;2.1105654252;0.0083185297;1.45278134;0.1297873983
108.25;2.1105640631;0.0083065373;1.4527808631;0.1296302708
108.275;2.1105614357;0.0082900358;1.4527799476;0.1294027104
108.3;2.1105573442;0.0082689909;1.4527785253;0.1291041404
108.325;2.1105515786;0.008243377;1.4527765237;0.1287341177
108.35;2.1105439176;0.0082131774;1.4527738668;0.1282923368
108.375;2.1105341285;0.0081783844;1.4527704744;0.1277786339
108.4;2.1105219672;0.0081389996;1.4527662627;0.1271929901
108.425;2.1105071782;0.008095034;1.4527611437;0.1265355346
108.45;2.110489495;0.0080465083;1.4527550257;0.1258065476
108.475;2.1104686396;0.007993453;1.4527478131;0.1250064626
108.5;2.1104443231;0.0079359085;1.4527394066;0.1241358689
108.525;2.1104162456;0.0078739254;1.452729703;0.1231955127
108.55;2.1103840965;0.0078075642;1.4527185955;0.1221862988
108.575;2.1103475548;0.0077368956;1.4527059737;0.1211092916
108.6;2.1103062892;0.0076620004;1.4526917236;0.1199657152
108.625;2.1102599584;0.0075829698;1.4526757279;0.1187569537
108.65;2.1102082114;0.0074999049;1.4526578659;0.1174845509
108.675;2.1101506881;0.007412917;1.4526380136;0.1161502091
108.7;2.1100870194;0.0073221273;1.4526160441;0.1147557879
108.725;2.1100168277;0.007227667;1.4525918274;0.1133033027
108.75;2.1099397274;0.0071296768;1.452565231;0.111794922
108.775;2.1098553251;0.007028307;1.4525361194;0.1102329651
108.8;2.1097632207;0.0069237173;1.452504355;0.1086198988
108.825;2.1096630073;0.0068160764;1.4524697975;0.1069583334
108.85;2.1095542719;0.0067055617;1.452432305;0.1052510188
108.875;2.1094365962;0.0065923592;1.4523917332;0.1035008404
108.9;2.1093095571;0.0064766631;1.4523479365;0.101710813
108.925;2.1091727272;0.0063586752;1.4523007676;0.0998840762
108.95;2.1090256755;0.006238605;1.452250078;0.0980238883
108.975;2.108867968;0.0061166686;1.4521957179;0.0961336194
109;2.1086991684;0.0059930891;1.4521375371;0.0942167453
109.025;2.1085188391;0.0058680954;1.4520753844;0.09227684
109.05;2.1083265412;0.005741922;1.4520091083;0.0903175681
109.075;2.1081218358;0.0056148086;1.4519385574;0.0883426769
109.1;2.1079042845;0.0054869993;1.4518635801;0.0863559885
109.125;2.10767345;0.0053587423;1.4517840253;0.0843613906
109.15;2.1074288971;0.0052302891;1.4516997425;0.0823628281
109.175;2.1071701933;0.0051018941;1.4516105819;0.0803642936
109.2;2.1068969093;0.0049738139;1.4515163949;0.0783698184
109.225;2.1066086201;0.0048463066;1.4514170343;0.0763834623
109.25;2.1063049055;0.0047196314;1.4513123542;0.0744093045
109.275;2.1059853508;0.0045940475;1.4512022107;0.0724514329
109.3;2.1056495478;0.0044698141;1.4510864619;0.0705139346
109.325;2.105297095;0.0043471892;1.4509649683;0.068600885
109.35;2.1049275989;0.0042264292;1.4508375927;0.0667163382
109.375;2.104540674;0.0041077881;1.4507042009;0.0648643162
109.4;2.1041359441;0.0039915169;1.4505646615;0.0630487987
109.425;2.1037130427;0.003877863;1.4504188463;0.0612737129
109.45;2.1032716136;0.0037670694;1.4502666308;0.059542923
109.475;2.1028113115;0.0036593743;1.4501078937;0.0578602202
109.5;2.1023318026;0.00355501;1.449942518;0.0562293126
109.525;2.1018327657;0.0034542028;1.4497703904;0.0546538154
109.55;2.1013138917;0.0033571722;1.4495914019;0.0531372413
109.575;2.1007748852;0.0032641299;1.4494054482;0.0516829904
109.6;2.1002154646;0.0031752799;1.4492124291;0.0502943419
109.625;2.0996353623;0.0030908175;1.4490122497;0.0489744447
109.65;2.0990343256;0.0030109287;1.4488048196;0.0477263087
109.675;2.0984121173;0.0029357902;1.4485900538;0.0465527967
109.7;2.0977685153;0.0028655682;1.4483678724;0.0454566164
109.725;2.097103314;0.0028004184;1.4481382009;0.0444403131
109.75;2.0964163238;0.0027404854;1.4479009702;0.0435062625
109.775;2.0957073722;0.0026859025;1.4476561169;0.0426566639
109.8;2.0949763035;0.0026367909;1.4474035834;0.0418935342
109.825;2.0942229794;0.0025932598;1.4471433178;0.0412187024
109.85;2.0934472791;0.002555406;1.4468752741;0.0406338042
109.875;2.0926490995;0.0025233132;1.4465994125;0.0401402776
109.9;2.0918283558;0.0024970523;1.4463156989;0.0397393585
109.925;2.090984981;0.0024766812;1.4460241057;0.0394320774
109.95;2.0901189264;0.002462244;1.4457246113;0.0392192565
109.975;2.0892301619;0.0024537716;1.4454172001;0.0391015072
110;2.0883186754;0.0024512813;1.4451018631;0.0390792285
